id,Captions,URL,Class,Class_1,Class_2,Class_3,Class_4,Class_5,Class_6,Class_7
939,a clock tower in the middle of a city .,http://www.mufoncms.com/files_jeud8334j/86277_submitter_file4__20170821144130resized.jpg,"['bell cote, bell cot']",bell cote, bell cot,NA,NA,NA,NA,NA
940,a view of a building with a clock on it .,http://www.mufoncms.com/files_jeud8334j/86277_submitter_file5__20170821144133resized.jpg,['crane'],crane,NA,NA,NA,NA,NA,NA
941,a group of birds flying over a forest .,http://www.mufoncms.com/files_jeud8334j/86248_submitter_file2__IMG2337.JPG,['fountain'],fountain,NA,NA,NA,NA,NA,NA
942,a view from the window of a plane .,http://www.mufoncms.com/files_jeud8334j/86245_submitter_file1__20170814104918.jpg,['wing'],wing,NA,NA,NA,NA,NA,NA
943,a view of a plane wing from the airplane .,http://www.mufoncms.com/files_jeud8334j/86245_submitter_file2__20170814105000.jpg,['wing'],wing,NA,NA,NA,NA,NA,NA
944,a view of a street from a plane window .,http://www.mufoncms.com/files_jeud8334j/86245_submitter_file3__20170814105017.jpg,['wing'],wing,NA,NA,NA,NA,NA,NA
945,an airplane is flying over the water at sunset .,http://www.mufoncms.com/files_jeud8334j/86245_submitter_file4__20170814105021.jpg,['wing'],wing,NA,NA,NA,NA,NA,NA
946,a view of a plane from the ground .,http://www.mufoncms.com/files_jeud8334j/86245_submitter_file5__20170814105024.jpg,['wing'],wing,NA,NA,NA,NA,NA,NA
947,a plane flying in the sky over a mountain .,http://www.mufoncms.com/files_jeud8334j/86244_submitter_file1__ufo.jpg,['rapeseed'],rapeseed,NA,NA,NA,NA,NA,NA
948,a group of people flying kites in a field .,http://www.mufoncms.com/files_jeud8334j/86244_submitter_file2__ufo2.jpg,['rapeseed'],rapeseed,NA,NA,NA,NA,NA,NA
949,a black and white photo of a clock tower .,http://www.mufoncms.com/files_jeud8334j/86242_submitter_file1__IMG20160723221602.jpg,"['nematode, nematode worm, roundworm']",nematode, nematode worm, roundworm,NA,NA,NA,NA
950,a black and white photo of a clock tower .,http://www.mufoncms.com/files_jeud8334j/86242_submitter_file2__IMG20160723221606.jpg,"['nematode, nematode worm, roundworm']",nematode, nematode worm, roundworm,NA,NA,NA,NA
951,a black and white photo of a clock tower .,http://www.mufoncms.com/files_jeud8334j/86242_submitter_file3__IMG20160723221614.jpg,"['nematode, nematode worm, roundworm']",nematode, nematode worm, roundworm,NA,NA,NA,NA
952,a black and white photo of a street light .,http://www.mufoncms.com/files_jeud8334j/86242_submitter_file4__IMG20160723222856.jpg,"['nematode, nematode worm, roundworm']",nematode, nematode worm, roundworm,NA,NA,NA,NA
953,a black and white photo of a street light .,http://www.mufoncms.com/files_jeud8334j/86242_submitter_file5__IMG20160723222926.jpg,"['nematode, nematode worm, roundworm']",nematode, nematode worm, roundworm,NA,NA,NA,NA
954,a plane flying in the sky over a building .,http://www.mufoncms.com/files_jeud8334j/86236_submitter_file1__IMG2139.JPG,['geyser'],geyser,NA,NA,NA,NA,NA,NA
955,a black and white photo of a kite flying in the sky .,http://www.mufoncms.com/files_jeud8334j/86233_submitter_file1__IMG5692.JPG,"['flagpole, flagstaff']",flagpole, flagstaff,NA,NA,NA,NA,NA
956,a black and white photo of a city street .,http://www.mufoncms.com/files_jeud8334j/86233_submitter_file2__IMG5696.JPG,['suspension bridge'],suspension bridge,NA,NA,NA,NA,NA,NA
957,a black and white photo of a plane flying in the sky .,http://www.mufoncms.com/files_jeud8334j/86233_submitter_file3__IMG5697.JPG,['obelisk'],obelisk,NA,NA,NA,NA,NA,NA
958,a black and white photo of a plane flying in the sky .,http://www.mufoncms.com/files_jeud8334j/86233_submitter_file4__IMG5698.JPG,['suspension bridge'],suspension bridge,NA,NA,NA,NA,NA,NA
959,a black and white photo of a plane flying in the sky .,http://www.mufoncms.com/files_jeud8334j/86233_submitter_file5__IMG5699.JPG,['suspension bridge'],suspension bridge,NA,NA,NA,NA,NA,NA
960,a kite flying in a clear blue sky .,http://www.mufoncms.com/files_jeud8334j/86224_submitter_file1__304.jpg,"['parachute, chute']",parachute, chute,NA,NA,NA,NA,NA
961,a small plane flying over a field with mountains in the background,http://www.mufoncms.com/files_jeud8334j/86224_submitter_file2__Picture157.jpg,"['radio telescope, radio reflector']",radio telescope, radio reflector,NA,NA,NA,NA,NA
962,a train traveling down tracks next to a forest .,http://www.mufoncms.com/files_jeud8334j/86224_submitter_file3__302.jpg,"['solar dish, solar collector, solar furnace']",solar dish, solar collector, solar furnace,NA,NA,NA,NA
963,a man is standing in front of a building,http://www.mufoncms.com/files_jeud8334j/86224_submitter_file4__Untitled.png,['vault'],vault,NA,NA,NA,NA,NA,NA
964,a flock of birds flying through a cloudy sky .,http://www.mufoncms.com/files_jeud8334j/86201_submitter_file1__IMG1258.JPG,"['spotlight, spot']",spotlight, spot,NA,NA,NA,NA,NA
965,a man flying a kite in a cloudy sky .,http://www.mufoncms.com/files_jeud8334j/86201_submitter_file2__IMG1259.JPG,['balloon'],balloon,NA,NA,NA,NA,NA,NA
966,a kite flying in the sky over a city .,http://www.mufoncms.com/files_jeud8334j/86201_submitter_file3__IMG1260.JPG,"['spotlight, spot']",spotlight, spot,NA,NA,NA,NA,NA
967,a kite flying in the sky over a city .,http://www.mufoncms.com/files_jeud8334j/86201_submitter_file4__IMG1261.JPG,"['spotlight, spot']",spotlight, spot,NA,NA,NA,NA,NA
968,a person is flying a kite in the sky .,http://www.mufoncms.com/files_jeud8334j/86201_submitter_file5__IMG1262.JPG,"['spotlight, spot']",spotlight, spot,NA,NA,NA,NA,NA
969,a couple of birds flying over a body of water .,http://www.mufoncms.com/files_jeud8334j/86201_submitter_file6__IMG1264.JPG,"['spotlight, spot']",spotlight, spot,NA,NA,NA,NA,NA
970,a person is flying a kite in the sky .,http://www.mufoncms.com/files_jeud8334j/86201_submitter_file7__IMG1268.JPG,"['spotlight, spot']",spotlight, spot,NA,NA,NA,NA,NA
971,a flock of birds flying through a cloudy sky .,http://www.mufoncms.com/files_jeud8334j/86201_submitter_file8__IMG1269.JPG,['balloon'],balloon,NA,NA,NA,NA,NA,NA
972,a person is flying a kite in the sky .,http://www.mufoncms.com/files_jeud8334j/86201_submitter_file9__IMG1270.JPG,"['spotlight, spot']",spotlight, spot,NA,NA,NA,NA,NA
973,a horse is standing on the side of a mountain .,http://www.mufoncms.com/files_jeud8334j/86195_submitter_file1__IMG0320.JPG,"['valley, vale']",valley, vale,NA,NA,NA,NA,NA
974,a person flying a kite in a cloudy sky .,http://www.mufoncms.com/files_jeud8334j/86190_submitter_file1__eclipse2017295.jpg,['wing'],wing,NA,NA,NA,NA,NA,NA
975,a man flying a kite in a cloudy sky .,http://www.mufoncms.com/files_jeud8334j/86190_submitter_file2__eclipse2017296.jpg,['wing'],wing,NA,NA,NA,NA,NA,NA
976,a man flying a kite in a cloudy sky .,http://www.mufoncms.com/files_jeud8334j/86190_submitter_file3__eclipse2017297.jpg,"['parachute, chute']",parachute, chute,NA,NA,NA,NA,NA
977,a person flying a kite in a cloudy sky .,http://www.mufoncms.com/files_jeud8334j/86190_submitter_file4__eclipse2017298.jpg,['wing'],wing,NA,NA,NA,NA,NA,NA
978,a person is flying a kite in the sky .,http://www.mufoncms.com/files_jeud8334j/86190_submitter_file5__eclipse2017299.jpg,"['spotlight, spot']",spotlight, spot,NA,NA,NA,NA,NA
979,a view of a sunset from the sky .,http://www.mufoncms.com/files_jeud8334j/86187_submitter_file1__0821171312.jpg,"['spotlight, spot']",spotlight, spot,NA,NA,NA,NA,NA
980,a couple of birds flying over a beach .,http://www.mufoncms.com/files_jeud8334j/86187_submitter_file2__0821171314.jpg,"['spotlight, spot']",spotlight, spot,NA,NA,NA,NA,NA
981,a couple of birds flying through the air .,http://www.mufoncms.com/files_jeud8334j/86187_submitter_file3__0821171315.jpg,"['spotlight, spot']",spotlight, spot,NA,NA,NA,NA,NA
982,a view of a plane flying in the sky .,http://www.mufoncms.com/files_jeud8334j/86187_submitter_file4__0821171317b.jpg,"['spotlight, spot']",spotlight, spot,NA,NA,NA,NA,NA
983,a view of a street light from a plane .,http://www.mufoncms.com/files_jeud8334j/86187_submitter_file5__0821171319.jpg,"['spotlight, spot']",spotlight, spot,NA,NA,NA,NA,NA
984,a group of people riding skateboards on a bridge .,http://www.mufoncms.com/files_jeud8334j/86186_submitter_file1__image1.JPG,['fountain'],fountain,NA,NA,NA,NA,NA,NA
985,a plane flying in the sky with a sky background,http://www.mufoncms.com/files_jeud8334j/86185_submitter_file1__IMG1278.jpg,['geyser'],geyser,NA,NA,NA,NA,NA,NA
986,a person flying a kite in a field .,http://www.mufoncms.com/files_jeud8334j/86171_submitter_file1__IMG0013.jpg,"['church, church building']",church, church building,NA,NA,NA,NA,NA
987,a kite flying in the sky with a sky background,http://www.mufoncms.com/files_jeud8334j/86171_submitter_file2__IMG01042.jpg,"['bald eagle, American eagle, Haliaeetus leucocephalus']",bald eagle, American eagle, Haliaeetus leucocephalus,NA,NA,NA,NA
988,a person flying a kite in the sky .,http://www.mufoncms.com/files_jeud8334j/86171_submitter_file3__IMG0458.JPG,['volcano'],volcano,NA,NA,NA,NA,NA,NA
989,a plane flying in the sky over a building .,http://www.mufoncms.com/files_jeud8334j/86171_submitter_file4__IMG0599.JPG,['space shuttle'],space shuttle,NA,NA,NA,NA,NA,NA
990,a person flying a kite in a cloudy sky .,http://www.mufoncms.com/files_jeud8334j/86171_submitter_file5__IMG1196Copy.JPG,"['parachute, chute']",parachute, chute,NA,NA,NA,NA,NA
991,a person is flying a kite on the beach .,http://www.mufoncms.com/files_jeud8334j/86171_submitter_file6__IMG1270.jpg,"['parachute, chute']",parachute, chute,NA,NA,NA,NA,NA
992,a person is flying a kite on the beach .,http://www.mufoncms.com/files_jeud8334j/86171_submitter_file7__IMG9919.jpg,"['drilling platform, offshore rig']",drilling platform, offshore rig,NA,NA,NA,NA,NA
993,a black and white photo of a traffic light .,http://www.mufoncms.com/files_jeud8334j/86110_submitter_file3__IMG0042.JPG,"['spotlight, spot']",spotlight, spot,NA,NA,NA,NA,NA
994,a view of a city street at sunset .,http://www.mufoncms.com/files_jeud8334j/86105_submitter_file1__201708210955091.jpg,"['lakeside, lakeshore']",lakeside, lakeshore,NA,NA,NA,NA,NA
995,a view of a city street at sunset .,http://www.mufoncms.com/files_jeud8334j/86105_submitter_file2__20170821095509.jpg,"['lakeside, lakeshore']",lakeside, lakeshore,NA,NA,NA,NA,NA
996,a group of people flying kites in a field .,http://www.mufoncms.com/files_jeud8334j/86066_submitter_file1__0818172017.jpg,"['lakeside, lakeshore']",lakeside, lakeshore,NA,NA,NA,NA,NA
997,a plane flying in the sky over some trees,http://www.mufoncms.com/files_jeud8334j/86066_submitter_file2__0818172017c.jpg,['balloon'],balloon,NA,NA,NA,NA,NA,NA
998,a fire hydrant in the middle of a street .,http://www.mufoncms.com/files_jeud8334j/86066_submitter_file3__0818172018b.jpg,['fountain'],fountain,NA,NA,NA,NA,NA,NA
999,a red and white plane flying over a mountain .,http://www.mufoncms.com/files_jeud8334j/86066_submitter_file4__0818172023a.jpg,['pole'],pole,NA,NA,NA,NA,NA,NA
1000,a couple of traffic lights hanging from a wire .,http://www.mufoncms.com/files_jeud8334j/86066_submitter_file5__0818172023c.jpg,['pole'],pole,NA,NA,NA,NA,NA,NA
1001,a group of people flying kites in a field .,http://www.mufoncms.com/files_jeud8334j/86065_submitter_file1__0818172017.jpg,"['lakeside, lakeshore']",lakeside, lakeshore,NA,NA,NA,NA,NA
1002,a pair of scissors sitting on top of a table .,http://www.mufoncms.com/files_jeud8334j/86046_submitter_file1__IMG1235.JPG,['tick'],tick,NA,NA,NA,NA,NA,NA
1003,a close up of an orange on a table,http://www.mufoncms.com/files_jeud8334j/86046_submitter_file2__IMG1236.JPG,['butternut squash'],butternut squash,NA,NA,NA,NA,NA,NA
1004,a plane is flying in the air with a sky background,http://www.mufoncms.com/files_jeud8334j/86029_submitter_file1__1004158.JPG,['pelican'],pelican,NA,NA,NA,NA,NA,NA
1005,a view of a mountain range with a mountain in the background .,http://www.mufoncms.com/files_jeud8334j/86029_submitter_file2__1004159.JPG,['tile roof'],tile roof,NA,NA,NA,NA,NA,NA
1006,a red and white bird flying in the sky .,http://www.mufoncms.com/files_jeud8334j/86025_submitter_file1__Startrails2.jpg,"[""spider web, spider's web""]",spider web, spider's web,NA,NA,NA,NA,NA
1007,a group of people standing on top of a lush green field .,http://www.mufoncms.com/files_jeud8334j/86025_submitter_file2__G0013326.JPG,['rapeseed'],rapeseed,NA,NA,NA,NA,NA,NA
1008,a view from the window of a plane .,http://www.mufoncms.com/files_jeud8334j/86020_submitter_file1__20170814104918.jpg,['wing'],wing,NA,NA,NA,NA,NA,NA
1009,a view of a plane wing from the airplane .,http://www.mufoncms.com/files_jeud8334j/86020_submitter_file2__20170814105000.jpg,['wing'],wing,NA,NA,NA,NA,NA,NA
1010,a view of a street from a plane window .,http://www.mufoncms.com/files_jeud8334j/86020_submitter_file3__20170814105017.jpg,['wing'],wing,NA,NA,NA,NA,NA,NA
1011,an airplane is flying over the water at sunset .,http://www.mufoncms.com/files_jeud8334j/86020_submitter_file4__20170814105021.jpg,['wing'],wing,NA,NA,NA,NA,NA,NA
1012,a view of a plane from the ground .,http://www.mufoncms.com/files_jeud8334j/86020_submitter_file5__20170814105024.jpg,['wing'],wing,NA,NA,NA,NA,NA,NA
1013,a view of a plane in the sky .,http://www.mufoncms.com/files_jeud8334j/86020_submitter_file6__20170814105048.jpg,['wing'],wing,NA,NA,NA,NA,NA,NA
1014,a small white airplane sitting on top of a runway .,http://www.mufoncms.com/files_jeud8334j/86020_submitter_file7__20170814105124.jpg,['wing'],wing,NA,NA,NA,NA,NA,NA
1015,a close up of a toilet in a bath room,http://www.mufoncms.com/files_jeud8334j/86020_submitter_file8__20170814105134.jpg,['wing'],wing,NA,NA,NA,NA,NA,NA
1016,a car driving down a street next to a traffic light .,http://www.mufoncms.com/files_jeud8334j/86006_submitter_file1__IMG0948.JPG,"['traffic light, traffic signal, stoplight']",traffic light, traffic signal, stoplight,NA,NA,NA,NA
1017,a traffic light sitting on the side of a road .,http://www.mufoncms.com/files_jeud8334j/86006_submitter_file2__IMG0949.JPG,['crane'],crane,NA,NA,NA,NA,NA,NA
1018,a plane is flying over a field with mountains in the background .,http://www.mufoncms.com/files_jeud8334j/85996_submitter_file1__20799041101546228799107803901940500224824470n.jpg,['alp'],alp,NA,NA,NA,NA,NA,NA
1019,a giraffe standing in the middle of a field .,http://www.mufoncms.com/files_jeud8334j/85982_submitter_file1__DSCN5107.jpg,['car mirror'],car mirror,NA,NA,NA,NA,NA,NA
1020,a traffic light suspended over a city street .,http://www.mufoncms.com/files_jeud8334j/85770_submitter_file2__IMG1792.JPG,"['traffic light, traffic signal, stoplight']",traffic light, traffic signal, stoplight,NA,NA,NA,NA
1021,a traffic light suspended over a city street .,http://www.mufoncms.com/files_jeud8334j/85770_submitter_file3__IMG1793.JPG,"['traffic light, traffic signal, stoplight']",traffic light, traffic signal, stoplight,NA,NA,NA,NA
1022,a view of a city street at night .,http://www.mufoncms.com/files_jeud8334j/85770_submitter_file4__IMG1794.JPG,['fountain'],fountain,NA,NA,NA,NA,NA,NA
1023,a view of a city street at sunset .,http://www.mufoncms.com/files_jeud8334j/85770_submitter_file5__IMG1795.JPG,"['traffic light, traffic signal, stoplight']",traffic light, traffic signal, stoplight,NA,NA,NA,NA
1024,a man standing on top of a sandy beach .,http://www.mufoncms.com/files_jeud8334j/85767_submitter_file1__1.jpg,['Dutch oven'],Dutch oven,NA,NA,NA,NA,NA,NA
1025,a man standing in a field flying a kite .,http://www.mufoncms.com/files_jeud8334j/85767_submitter_file2__2.jpg,"['megalith, megalithic structure']",megalith, megalithic structure,NA,NA,NA,NA,NA
1026,a young boy standing on top of a lush green field .,http://www.mufoncms.com/files_jeud8334j/85767_submitter_file3__3.jpg,"['megalith, megalithic structure']",megalith, megalithic structure,NA,NA,NA,NA,NA
1027,a young boy standing on top of a lush green field .,http://www.mufoncms.com/files_jeud8334j/85767_submitter_file4__4.jpg,"['megalith, megalithic structure']",megalith, megalithic structure,NA,NA,NA,NA,NA
1028,a red fire hydrant sitting on the side of a road .,http://www.mufoncms.com/files_jeud8334j/85764_submitter_file1__20170807211958.jpg,"['picket fence, paling']",picket fence, paling,NA,NA,NA,NA,NA
1029,a red fire hydrant in front of a building .,http://www.mufoncms.com/files_jeud8334j/85764_submitter_file2__20170807211959.jpg,['park bench'],park bench,NA,NA,NA,NA,NA,NA
1030,a traffic light hanging from the side of a pole .,http://www.mufoncms.com/files_jeud8334j/85764_submitter_file3__20170807212006.jpg,"['koala, koala bear, kangaroo bear, native bear, Phascolarctos cinereus']",koala, koala bear, kangaroo bear, native bear, Phascolarctos cinereus,NA,NA
1031,a fire hydrant in the middle of a field .,http://www.mufoncms.com/files_jeud8334j/85763_submitter_file1__JetFire02hmakingrainbows.jpg,"['harvester, reaper']",harvester, reaper,NA,NA,NA,NA,NA
1032,a fire hydrant in the middle of a field .,http://www.mufoncms.com/files_jeud8334j/85763_submitter_file2__JetFire02imakingrainbows.jpg,['geyser'],geyser,NA,NA,NA,NA,NA,NA
1033,a group of people standing on top of a dirt field .,http://www.mufoncms.com/files_jeud8334j/85763_submitter_file3__JetFire02jmakingrainbows.jpg,['cannon'],cannon,NA,NA,NA,NA,NA,NA
1034,a flock of birds flying over a lush green hillside .,http://www.mufoncms.com/files_jeud8334j/85731_submitter_file1__UFOoverbuttenearCoorsfactoryinGoldenCO.jpeg,"['cliff, drop, drop-off']",cliff, drop, drop-off,NA,NA,NA,NA
1035,a red and white fire hydrant sitting on the side of a road .,http://www.mufoncms.com/files_jeud8334j/85721_submitter_file1__Ontop1.jpg,['ping-pong ball'],ping-pong ball,NA,NA,NA,NA,NA,NA
